day,month,year,Temperature,RH,Ws,Rain,FFMC,DMC,DC,ISI,BUI,FWI,Classes
17,June,2012,31,81,19,1.8,68.5,18.3,141.1,3.0,24.7,19.9,not fire
25,August,2012,25,83,19,1.4,67.5,2.8,27.1,3.0,3.7,0.8,not fire
14,September,2012,30,54,17,1.7,79.9,10.9,7.4,3.9,12.0,0,fire
15,July,2012,39,30,16,0.6,94.2,23.9,181.3,14.3,20.8,0.2,fire
27,July,2012,35,51,15,1.1,88.3,17.2,57,3.9,20.1,14.6,fire
8,July,2012,33,33,14,0.6,95.2,45.1,141.1,15.3,54.0,10.7,fire
27,June,2012,33,65,16,3.8,68.1,6.3,46.3,1.2,7.8,0.1,not fire
24,June,2012,28,78,21,1.8,62.6,6.4,117.1,1.8,9.3,3,fire
20,September,2012,29,55,14,1.0,79.7,13.4,24.3,2.5,14.2,0,fire
9,July,2012,37,64,20,0.2,92.8,32.0,84.4,10.9,40.5,12.1,fire
21,June,2012,26,59,19,1.2,76.5,31.8,90.4,7.2,38.9,13.7,fire
11,July,2012,30,73,14,2.7,61.4,14.5,7.6,1.0,10.6,7.1,not fire
30,July,2012,42,27,14,2.4,94.9,44.5,117.8,11.1,50.7,21.6,fire
22,September,2012,32,70,20,0.7,75.4,11.6,80.6,4.3,11.3,18.1,not fire
6,June,2012,26,78,9,4.8,35.9,1.0,30.5,0.0,1.5,0.4,not fire
25,September,2012,29,66,17,0.9,79.1,8.8,24,4.0,11.5,10.2,not fire
30,September,2012,32,61,15,1.9,86.7,7.4,10,4.4,9.6,10.9,not fire
15,July,2012,36,54,17,0.5,93.1,25.9,16,9.4,27.8,2.6,fire
3,September,2012,30,68,11,0.4,89.2,15.2,18.7,3.7,15.2,0,fire
18,June,2012,32,40,14,3.8,75.4,8.1,9.8,2.5,10.4,0.5,fire
2,September,2012,30,42,14,2.7,85.0,3.5,24.1,4.3,3.3,0.1,not fire
13,July,2012,35,67,16,3.0,72.9,9.4,47.2,1.0,11.5,10.5,not fire
16,July,2012,28,66,13,2.0,71.1,15.3,17.7,1.6,18.2,26.3,fire
13,July,2012,31,78,21,1.5,80.2,18.2,54.2,5.0,21.0,0.3,not fire
27,July,2012,34,48,18,0.2,94.6,50.0,9.8,17.7,56.6,2.3,fire
22,August,2012,30,69,13,0.6,89.2,23.4,50.2,5.5,27.9,11.9,fire
7,July,2012,34,45,15,1.4,88.7,9.8,7.8,4.1,10.7,1.2,not fire
26,August,2012,32,65,17,0.3,83.7,35.9,55.8,7.4,37.7,12.6,fire
23,August,2012,32,63,18,3.8,72.2,14.2,110.9,3.2,18.9,0,not fire
6,September,2012,29,84,19,0.8,54.8,8.8,61.1,1.4,13.2,0.3,not fire
27,August,2012,36,45,19,1.7,87.4,20.9,177.3,8.0,22.9,0.7,fire
30,August,2012,32,46,19,1.0,91.3,27.0,17.6,6.8,30.7,1.3,fire
30,August,2012,33,56,16,2.2,82.8,9.9,7,6.5,11.7,13.7,not fire
17,July,2012,38,25,17,0.6,93.7,24.7,26.1,13.2,28.2,1.4,fire
19,August,2012,35,51,14,2.4,83.6,18.9,46.4,7.7,22.5,26.9,fire
4,September,2012,28,73,16,1.5,74.1,10.2,33.1,4.0,10.3,15.2,not fire
20,September,2012,28,67,17,3.4,53.4,8.3,80.6,0.4,11.5,0.8,not fire
13,June,2012,31,46,19,1.6,88.6,12.5,9.5,9.2,13.5,3.9,fire
12,June,2012,32,72,13,2.0,79.7,7.1,28.1,2.2,7.8,0.5,fire
11,September,2012,36,47,14,1.2,90.3,7.7,117.1,8.2,11.7,18.8,not fire
28,July,2012,36,63,13,0.5,83.3,33.3,166,6.4,35.6,6.3,not fire
5,September,2012,33,75,16,1.4,69.4,5.3,7.9,2.8,7.3,5.6,fire
11,August,2012,29,83,17,1.6,84.1,9.2,24.3,2.1,9.9,13.5,fire
3,June,2012,37,24,13,0.8,93.1,8.1,20.2,9.9,9.2,5.2,fire
29,August,2012,34,53,13,0.4,89.3,33.2,41.3,9.5,39.9,1,fire
28,September,2012,35,50,13,0.4,92.3,39.9,28.9,8.9,46.0,11.6,fire
7,August,2012,34,79,13,2.2,67.5,8.4,57,2.2,12.6,30,not fire
22,July,2012,35,47,17,0.9,91.9,23.2,7,9.6,21.8,31.1,fire
8,August,2012,31,62,15,3.8,60.4,1.7,15.7,1.3,1.9,19.3,fire
28,September,2012,33,56,12,0.3,91.0,26.0,28.1,7.9,30.6,8.3,fire
4,July,2012,36,60,19,2.2,68.8,14.6,54.2,4.6,16.7,5.6,fire
3,July,2012,36,60,12,0.2,92.0,11.4,27.3,7.4,11.0,6,fire
12,September,2012,32,42,13,0.8,90.0,10.6,181.3,5.2,11.4,15.7,fire
7,September,2012,32,78,18,2.6,78.2,19.6,19.7,5.2,21.3,3,not fire
16,August,2012,39,44,15,0.6,93.4,19.8,7.8,11.3,18.5,13.9,fire
14,September,2012,26,89,16,2.4,53.4,2.3,86,0.4,3.9,0.8,not fire
15,June,2012,33,87,15,3.0,49.1,5.2,9.1,0.1,6.1,0.5,not fire
3,August,2012,34,59,14,1.3,75.9,1.1,8.7,1.7,1.8,13.2,fire
24,July,2012,37,66,17,1.7,86.8,20.7,49.8,4.8,22.6,31.1,not fire
8,August,2012,32,60,19,1.3,74.7,9.8,34.5,4.8,10.5,9.9,not fire
20,June,2012,34,55,12,2.1,83.7,17.6,71.5,3.6,19.6,0.3,not fire
28,August,2012,38,37,16,0.7,94.8,33.6,24,13.0,35.4,9.5,fire
26,September,2012,29,66,13,3.9,66.0,4.6,28.9,1.6,5.6,0.1,not fire
2,July,2012,30,74,13,1.4,75.6,5.7,36.1,4.6,7.5,5.9,not fire
14,August,2012,31,56,12,2.2,82.4,22.7,8.4,3.3,22.9,9.7,fire
15,August,2012,32,71,18,3.7,72.6,8.9,46.3,2.3,12.3,15,fire
17,September,2012,26,83,19,0.9,56.4,17.0,7,2.1,19.8,0.4,not fire
11,September,2012,27,39,16,5.3,66.7,3.1,117.1,1.8,4.8,0.1,not fire
13,July,2012,34,62,14,0.8,90.3,9.5,67,7.1,13.7,11.9,not fire
19,September,2012,34,35,14,0.9,91.7,20.5,47,7.9,27.1,16.7,fire
9,August,2012,29,54,16,0.4,87.0,13.3,110.9,8.8,21.1,8.4,fire
28,June,2012,27,62,20,2.2,84.1,13.4,55.5,5.9,16.7,13.7,not fire
9,September,2012,35,74,14,1.0,75.5,16.0,30.1,2.9,22.6,14.8,fire
8,June,2012,33,58,16,1.7,79.8,20.5,36.8,7.7,23.5,18.4,fire
21,June,2012,35,53,15,0.1,90.3,19.9,63.8,9.0,24.2,10.5,fire
20,July,2012,35,46,14,0.6,88.5,33.8,43.3,8.7,32.4,3.8,fire
21,June,2012,33,83,16,0.9,68.1,22.4,15.7,3.4,29.3,6,not fire
9,June,2012,29,75,13,2.7,54.1,2.0,15.7,0.6,2.8,0.9,not fire
10,August,2012,34,86,17,2.0,66.6,11.2,167.2,1.5,18.4,0.3,not fire
18,July,2012,37,52,13,1.1,90.4,31.8,61.1,6.7,34.7,3.9,fire
28,July,2012,39,50,18,0.4,94.3,32.2,136,9.6,39.9,3.4,fire
26,August,2012,37,68,16,0.1,93.1,40.2,22.2,9.5,49.0,22.3,fire
22,August,2012,33,66,13,1.4,83.1,19.5,10.5,4.9,23.7,6,not fire
30,June,2012,31,72,15,0.1,91.1,19.0,32.1,7.0,23.3,2.6,not fire
18,September,2012,36,30,16,0.3,92.0,19.1,17.8,8.9,21.6,14.1,fire
10,August,2012,33,77,13,0.5,83.7,17.7,159.1,3.9,17.8,0.7,not fire
7,June,2012,32,64,14,0.9,82.6,17.9,47.2,6.2,19.8,0,fire
20,July,2012,39,59,17,0.2,95.6,20.1,45.1,12.9,23.9,10.6,fire
20,August,2012,35,55,12,2.1,73.8,22.0,220.4,2.1,29.6,9.8,not fire
20,July,2012,32,64,19,0.1,94.9,20.7,24.9,13.3,27.5,4.7,fire
10,July,2012,30,83,15,6.4,64.7,4.8,42.3,0.5,4.4,0.4,not fire
19,July,2012,37,49,12,0.4,92.8,27.7,88.7,10.1,28.7,6.4,fire
12,August,2012,34,77,12,0.7,75.8,9.3,22.2,1.1,9.4,0.6,not fire
13,June,2012,28,63,18,1.8,72.1,6.1,14.2,3.6,7.4,0.3,not fire
10,August,2012,33,54,16,0.8,87.8,10.4,30.5,6.3,11.4,7.1,fire
17,June,2012,28,70,20,1.6,67.3,1.4,37,3.3,2.1,15.7,not fire
29,June,2012,29,86,18,2.6,64.0,11.4,98.6,1.5,15.8,18.4,not fire
24,September,2012,34,62,11,1.4,87.0,24.3,28.1,5.0,27.1,3.9,not fire
20,June,2012,38,60,16,0.1,93.7,23.1,22.9,10.6,25.8,30.2,fire
16,July,2012,37,47,15,2.8,88.3,12.5,10,9.1,12.6,2.2,fire
29,June,2012,34,36,16,1.2,93.6,34.0,17.7,12.2,39.0,7.1,fire
23,July,2012,31,67,20,1.3,82.1,31.1,7.5,6.6,33.9,1,fire
19,July,2012,32,57,17,0.1,92.6,35.1,71.3,12.0,41.5,9.9,fire
15,September,2012,26,83,12,3.0,55.0,4.8,210.4,0.9,7.7,0.2,not fire
9,August,2012,39,38,13,4.7,74.7,3.9,7.6,2.8,3.8,3.2,not fire
16,September,2012,26,67,21,0.7,72.8,13.5,8.2,3.8,14.9,1.2,fire
24,September,2012,34,69,16,2.1,72.0,5.9,8.2,3.2,7.5,0.3,fire
29,August,2012,31,69,17,0.7,84.1,12.4,117.1,3.3,14.6,1.7,fire
8,July,2012,36,37,14,3.8,86.9,16.6,33.1,8.0,14.4,1,not fire
25,June,2012,37,23,12,5.5,87.2,13.6,107,6.7,14.0,10.9,fire
30,September,2012,31,66,13,0.6,90.6,27.9,147.7,8.2,31.8,12.9,not fire
27,July,2012,30,70,18,0.1,93.9,37.6,59.2,7.4,44.6,8.4,fire
11,August,2012,32,53,13,1.5,79.8,8.7,7.8,3.4,9.7,2.2,fire
10,July,2012,32,76,22,0.4,82.9,20.9,110.9,5.7,22.7,30.2,fire
30,September,2012,26,80,17,1.6,59.8,12.6,10.4,1.2,12.6,10.9,not fire
25,September,2012,34,56,9,3.5,73.7,26.0,45.1,2.0,29.3,22.3,fire
29,June,2012,33,55,14,0.5,83.0,24.0,67.2,7.8,26.4,18.4,fire
3,September,2012,28,73,16,1.5,55.6,3.6,10.5,1.8,4.9,5.9,fire
28,August,2012,32,48,16,3.9,87.7,6.2,8.4,4.0,6.2,9.9,not fire
6,August,2012,31,74,19,0.3,91.6,19.0,9.2,8.0,18.3,3.2,fire
4,July,2012,37,37,14,0.2,95.1,22.2,15.2,9.8,25.3,13.7,fire
24,June,2012,33,39,12,4.6,79.5,14.0,107,2.6,17.0,16,fire
28,July,2012,32,63,16,0.3,89.3,20.8,46.4,4.9,22.3,4.2,fire
24,August,2012,36,62,17,1.4,87.5,29.2,30.4,6.0,36.2,0.2,not fire
14,August,2012,36,23,17,1.1,94.4,35.5,24.9,12.3,41.2,7.3,fire
6,July,2012,32,85,12,0.4,77.9,11.6,8,3.3,10.1,0.8,fire
8,September,2012,32,73,14,1.8,73.8,8.4,115.6,2.3,8.4,0.1,not fire
8,June,2012,28,79,12,3.4,57.9,5.4,80.6,0.2,6.0,0.2,not fire
18,July,2012,31,64,17,0.7,80.1,28.4,24.9,7.0,32.1,3.4,fire
4,June,2012,33,89,15,1.7,69.9,5.0,33.1,1.6,5.8,0.5,not fire
4,August,2012,25,84,17,2.8,39.2,2.4,99,0.2,2.9,0.5,not fire
3,September,2012,28,72,14,2.4,66.0,12.6,71.8,0.4,20.6,8.8,fire
23,August,2012,36,46,15,0.1,95.4,37.6,52.8,13.6,38.7,8.3,fire
29,September,2012,30,86,8,1.5,61.9,16.6,149.2,1.1,19.0,9,not fire
26,July,2012,36,46,14,2.8,84.5,27.7,190.6,7.0,35.2,26.1,fire
6,June,2012,37,38,18,1.6,89.3,20.9,9.3,9.5,24.6,0.3,fire
25,July,2012,37,26,13,3.9,84.5,27.1,80.6,6.5,29.8,10.9,fire
5,June,2012,34,43,13,1.1,88.8,22.3,51.6,10.5,20.1,17.3,not fire
27,September,2012,32,56,13,1.1,88.6,19.5,16,7.2,22.3,14.6,fire
11,July,2012,31,59,16,0.4,92.0,16.1,30.4,7.5,16.7,5.7,fire
15,June,2012,34,41,12,0.3,92.0,6.8,51.6,7.1,6.5,3.9,not fire
26,July,2012,33,62,16,0.6,92.0,26.8,15.9,11.1,29.0,16.8,fire
23,July,2012,34,77,22,0.8,82.4,18.5,25.6,4.9,23.5,17.3,not fire
7,August,2012,32,49,17,1.4,88.8,15.8,20.2,7.6,18.1,15,fire
7,June,2012,36,27,13,1.9,89.1,14.7,34.5,9.0,18.0,15.7,fire
27,July,2012,33,61,13,0.6,82.7,17.9,127.5,3.5,23.1,14.8,fire
24,September,2012,31,70,12,1.9,64.0,25.6,25.5,2.7,28.2,15,not fire
24,July,2012,31,50,18,3.5,72.6,11.6,168.2,4.1,12.8,0.9,not fire
6,June,2012,30,77,14,1.6,70.6,3.7,33.1,2.3,3.9,6.1,fire
6,September,2012,31,50,15,1.8,81.4,1.9,57.9,4.0,2.9,10.9,not fire
25,July,2012,36,48,17,1.8,90.1,38.6,34.1,10.1,44.7,10.7,fire
7,August,2012,29,77,15,3.0,56.4,9.7,161.5,1.9,13.6,0.1,fire
7,September,2012,34,50,10,0.1,88.7,19.7,37.2,9.8,22.3,26.1,not fire
7,August,2012,31,71,21,0.5,86.6,6.6,7.4,4.3,8.4,17.2,fire
10,August,2012,38,54,16,0.5,89.2,14.0,7.1,6.5,18.4,31.1,fire
31,September,2012,36,55,12,0.7,85.0,23.6,37.8,4.9,31.8,3,not fire
3,June,2012,24,85,22,1.6,55.2,4.5,157.5,2.5,6.5,0.7,fire
8,August,2012,32,77,16,1.1,71.7,20.4,43.1,4.1,22.8,14.5,fire
9,August,2012,34,52,12,2.1,70.5,5.4,40.4,2.0,6.6,0.1,not fire
10,August,2012,26,70,21,2.7,64.7,2.5,56.6,3.0,4.8,9.9,not fire
14,September,2012,34,56,14,1.3,86.1,14.2,8,4.9,14.0,7.7,fire
8,June,2012,30,59,9,0.4,87.9,14.8,42.3,7.8,17.4,1.7,not fire
14,June,2012,33,34,15,1.8,93.0,18.3,37,9.5,21.7,0.2,not fire
14,August,2012,36,67,16,0.7,87.4,21.2,9.8,4.0,20.3,15.7,fire
26,August,2012,39,39,12,2.8,88.4,39.3,149.2,7.3,41.4,5.9,fire
27,September,2012,32,76,12,1.7,72.1,18.1,8,3.2,16.7,3.2,fire
14,August,2012,31,57,14,0.2,91.5,21.5,220.4,9.4,26.6,11.3,fire
4,June,2012,35,46,15,1.0,88.5,11.5,220.4,7.1,11.5,30,fire
24,August,2012,35,71,13,1.8,80.5,7.0,10.4,3.3,7.0,7.3,not fire
16,September,2012,33,47,15,2.7,77.1,14.3,115.6,3.3,15.0,0.3,not fire
12,July,2012,42,59,16,0.0,95.7,30.3,92.5,11.2,36.5,10,fire
3,August,2012,24,85,14,0.6,52.0,1.0,92.8,0.2,1.5,0.5,fire
7,July,2012,37,60,14,1.5,83.2,24.9,14.7,5.8,32.8,21.6,not fire
9,August,2012,35,34,13,2.9,70.0,14.9,8.3,5.1,12.9,0.7,fire
11,September,2012,30,79,12,0.5,68.2,4.5,94.7,1.6,6.5,26.9,not fire
11,August,2012,33,55,15,1.7,84.7,25.1,46.3,5.6,26.3,10.7,fire
5,August,2012,32,57,11,0.3,84.1,13.2,27.9,5.9,14.6,4,not fire
26,June,2012,32,62,17,0.1,93.8,35.6,145.7,10.4,41.8,10.6,fire
9,July,2012,33,46,18,0.5,86.7,11.6,14.6 9,9.5,9.8,15.4,fire
10,September,2012,27,86,15,4.0,58.0,1.8,17.7,0.4,2.5,0.4,not fire
8,June,2012,33,75,18,4.0,68.3,18.7,17.8,2.3,19.5,7.1,fire
31,July,2012,38,62,18,0.5,95.0,51.3,85.1,13.9,60.2,9.6,fire
7,July,2012,29,64,18,3.3,60.0,15.9,166,4.2,19.2,0.8,not fire
11,July,2012,37,81,14,2.3,66.0,6.0,46.4,0.5,6.5,0,not fire
3,June,2012,31,55,20,1.8,87.9,16.7,29.7,7.2,22.0,6.5,fire
30,July,2012,32,85,16,1.3,79.5,29.3,29.7,3.5,35.5,10,fire
26,August,2012,25,89,21,4.7,42.5,1.3,7.6,0.3,1.6,0.9,not fire
13,July,2012,38,41,15,0.3,92.0,45.8,17,9.3,52.4,16.8,fire
22,August,2012,33,74,17,1.2,89.3,21.0,43.3,6.4,24.3,16.7,fire
26,August,2012,40,32,12,0.8,95.5,38.7,38.3,14.2,44.4,17.2,fire
31,September,2012,31,72,19,2.9,71.1,14.3,7.6,2.1,12.4,0.1,not fire
24,July,2012,36,68,18,1.8,84.8,25.6,27.9,3.6,26.8,3.8,not fire
30,August,2012,36,45,18,1.0,92.9,31.0,168.2,11.6,34.4,0.1,not fire
26,July,2012,27,70,19,2.4,76.3,18.2,41.3,4.3,20.8,4,fire
31,July,2012,36,75,13,0.1,94.8,46.2,46.3,13.1,49.6,15,fire
9,August,2012,34,49,14,1.2,83.8,19.3,145.7,5.5,21.7,21.6,fire
12,July,2012,36,57,20,1.0,86.6,20.1,7.3,8.1,21.1,0.5,not fire
15,June,2012,29,83,15,1.5,70.3,4.9,171.3,1.6,6.2,1.2,not fire
10,June,2012,34,53,14,1.8,81.5,11.1,39.1,5.9,13.5,15,fire
6,July,2012,35,67,11,3.0,65.0,7.0,8.3,4.0,7.8,0,not fire
6,September,2012,34,70,17,2.1,69.8,5.4,94.7,3.3,9.1,0.8,not fire
23,August,2012,31,48,19,1.3,85.1,12.4,49.3,10.0,13.5,3.4,fire
15,August,2012,29,73,18,0.3,85.2,12.0,26.3,4.7,15.2,5.7,fire
21,June,2012,33,59,14,1.2,74.3,18.3,17,3.1,17.0,5.2,fire
24,June,2012,34,43,15,0.5,93.2,29.3,9.2,11.3,27.4,2.7,fire
27,September,2012,30,83,14,1.1,83.8,23.0,145.7,4.0,24.7,19.9,fire
19,June,2012,35,57,17,1.3,86.3,18.2,18.5,5.3,24.6,10.9,fire
16,July,2012,35,39,15,1.5,93.9,41.1,26.1,10.2,49.4,15,fire
13,August,2012,30,77,15,0.6,83.0,19.7,25.2,5.6,20.9,9,fire
30,September,2012,32,67,14,0.1,90.4,32.6,127,12.2,35.4,fire,fire
26,September,2012,29,86,14,0.7,56.9,6.0,9.8,1.5,8.2,2.5,fire
26,August,2012,27,71,18,0.9,78.4,8.2,51.6,4.7,10.1,0.9,fire
29,August,2012,30,55,19,0.4,87.2,25.5,37.2,8.8,29.3,fire,fire
29,September,2012,29,79,13,1.4,76.9,6.9,190.6,0.9,9.2,15,fire
2,July,2012,30,66,14,2.0,62.6,4.9,115.6,1.4,3.7,0,not fire
8,September,2012,36,34,10,2.1,89.2,7.1,61.4,7.6,7.5,5.2,fire
22,June,2012,29,79,20,0.1,85.2,43.9,145.7,6.7,56.3,1.4,fire
29,June,2012,37,35,13,2.9,86.1,25.9,67,4.8,30.9,0,fire
6,September,2012,29,87,21,1.7,53.0,4.4,52.8,1.2,8.7,0.6,not fire
27,August,2012,25,85,12,1.9,42.6,1.7,8.5,0.1,2.5,0.5,not fire
4,September,2012,30,46,15,1.1,88.6,9.8,47,5.7,15.0,8,fire
31,July,2012,40,46,12,0.5,95.7,36.0,41.3,10.6,42.6,1.4,fire
12,September,2012,31,64,16,1.3,81.3,11.3,8.8,2.9,15.2,6.3,fire
5,July,2012,37,50,15,1.2,86.5,15.5,108.5,5.4,17.1,10.6,not fire
26,August,2012,34,61,17,1.9,82.3,16.8,15.2,6.6,18.6,7.2,not fire
20,July,2012,33,69,17,0.7,87.6,37.1,110.9,7.6,51.5,22.3,fire
3,September,2012,28,87,16,0.8,56.7,3.4,27.7,0.5,4.4,0.5,not fire
11,June,2012,31,81,15,1.3,58.7,2.5,7.8,0.5,3.1,0.6,not fire
5,June,2012,28,83,18,0.4,74.8,10.1,30.5,4.1,13.0,0.3,not fire
18,June,2012,28,62,17,2.1,69.4,20.4,26.3,4.1,22.1,3.9,fire
27,July,2012,29,52,15,3.2,78.4,13.2,9.3,3.0,15.2,3.2,fire
18,July,2012,34,78,19,1.1,66.9,14.4,30.1,2.3,19.8,5.5,fire
4,September,2012,25,87,14,3.3,33.7,1.3,33.1,0.0,2.1,0.9,not fire
27,September,2012,26,72,16,1.5,68.4,3.1,45.1,2.9,4.0,0.9,fire
5,June,2012,31,58,20,0.8,85.8,18.2,85.1,10.4,20.6,10.9,not fire
3,September,2012,34,50,16,2.2,80.0,3.4,99,2.6,4.2,7.2,not fire
26,August,2012,38,59,11,0.8,93.7,38.7,8.9,10.1,46.3,1,fire
22,July,2012,34,53,17,0.1,94.6,34.7,41.3,11.2,42.0,20.4,fire
4,August,2012,30,51,16,4.2,58.4,1.4,52.4,1.4,1.6,0.8,not fire
31,July,2012,32,41,19,1.0,92.7,33.4,59.2,13.0,40.4,6.1,fire
24,September,2012,31,68,19,3.6,77.2,12.9,15.2,2.9,16.8,0.9,not fire
6,August,2012,32,70,18,2.3,77.1,4.7,99,3.4,5.1,0,not fire
17,August,2012,31,69,15,3.3,60.0,5.2,16.6,1.2,5.5,2.5,not fire
12,August,2012,31,79,11,0.3,76.5,7.8,57.1,1.1,10.9,0.8,not fire
18,August,2012,30,73,15,0.2,80.8,4.7,18.5,2.6,8.0,0.6,not fire
11,August,2012,34,56,15,1.7,78.6,21.6,28.3,5.7,21.5,6.1,not fire
17,August,2012,35,48,11,1.1,79.6,12.7,54.2,3.8,14.5,15,fire
27,June,2012,28,79,15,1.2,72.6,12.1,77.8,2.0,15.5,0.5,fire
8,June,2012,30,80,18,1.1,73.9,11.2,24.1,3.2,14.9,0.7,fire
8,September,2012,23,90,19,0.2,54.2,5.7,33.1,1.4,8.4,0.6,not fire
28,August,2012,38,43,12,0.3,92.1,12.9,16,10.9,15.3,9.7,fire
25,June,2012,32,63,8,0.8,89.3,11.4,71,4.1,12.8,2.7,fire
18,July,2012,37,74,17,0.0,90.8,21.1,33.4,11.0,21.7,19.4,fire
30,September,2012,35,69,16,2.6,76.5,11.6,7.8,3.4,14.8,0.3,not fire
28,August,2012,34,46,16,0.6,85.3,29.3,32.1,8.2,35.7,22.3,fire
24,June,2012,31,86,21,2.8,68.3,12.4,9.3,3.2,14.2,9,not fire
3,August,2012,40,63,11,0.5,88.9,30.8,71.8,6.1,37.5,fire,not fire
9,August,2012,33,74,11,0.9,72.5,11.1,7.6,3.2,9.3,0.7,not fire
9,August,2012,35,81,18,2.4,70.2,14.8,46.3,2.4,17.7,9.8,fire
7,September,2012,29,89,15,1.7,46.6,13.9,7.6,0.5,16.0,0.9,not fire
26,August,2012,33,64,14,0.0,90.5,37.8,38.3,9.6,41.7,16.7,fire
15,June,2012,23,69,16,1.9,64.4,2.2,7.7,1.5,2.6,1.2,fire
5,August,2012,29,67,18,1.5,68.5,8.7,151.3,4.6,10.3,14.8,fire
10,August,2012,35,46,10,1.2,89.4,14.8,80.3,6.0,18.7,8.8,fire
25,August,2012,33,47,16,0.6,94.6,19.9,90.1,12.1,23.1,19.4,fire
23,July,2012,32,65,15,0.6,83.9,30.4,10.4,8.4,32.8,1.3,fire
15,September,2012,29,45,19,0.9,83.5,14.9,16,9.0,16.4,4.7,fire
5,July,2012,33,61,19,2.6,69.6,10.3,7.7,3.1,11.3,0.1,fire
22,September,2012,29,72,14,1.4,70.5,3.4,28.9,1.0,5.5,12.7,not fire
14,July,2012,34,56,15,1.1,80.6,16.4,59.2,2.8,16.7,3.8,not fire
30,June,2012,38,41,12,1.2,92.6,44.7,54.3,6.2,52.9,15.4,fire
7,August,2012,31,50,10,2.5,77.0,2.9,159.1,2.3,3.1,1.3,fire
31,August,2012,28,71,16,0.9,65.4,23.1,110.9,0.8,30.9,7.2,not fire
24,September,2012,29,56,15,1.5,84.3,8.0,127,7.3,7.8,30,fire
14,September,2012,29,52,16,2.8,77.6,14.3,7.7,3.6,14.5,2.2,not fire
21,September,2012,30,59,18,1.3,85.1,19.4,8.2,9.7,23.0,0.3,not fire
26,July,2012,29,65,18,2.8,70.9,12.3,30.4,4.0,19.7,0.6,not fire
12,July,2012,32,63,12,4.5,61.8,4.6,71,0.5,4.6,0.4,not fire
22,June,2012,30,57,18,2.0,72.2,13.5,8.6,3.1,15.7,0.9,not fire
25,August,2012,33,56,19,0.4,93.0,34.1,20.2,12.4,37.3,30,fire
25,September,2012,35,48,13,1.9,86.4,22.4,110.9,4.9,29.0,2.8,fire
17,June,2012,29,56,17,2.2,80.6,26.7,77.8,6.9,31.8,6.8,not fire
11,June,2012,25,60,21,1.1,66.2,12.0,24.1,2.9,16.1,18.1,fire
13,September,2012,29,45,12,1.6,88.9,13.0,99,4.4,15.7,3.1,not fire
19,August,2012,34,50,14,0.3,90.4,26.0,27.1,9.4,25.5,30,fire
5,July,2012,33,66,14,0.5,87.5,25.7,18.7,4.3,27.7,7.2,not fire
7,June,2012,26,90,22,0.7,60.9,2.0,79.7,0.7,5.0,10.5,not fire
10,August,2012,32,71,17,1.0,79.6,27.6,8.4,5.2,30.0,15.3,fire
9,September,2012,25,79,21,4.9,61.2,1.9,37.6,1.5,2.8,7.7,not fire
7,August,2012,30,53,20,2.9,69.1,8.3,17.8,3.7,10.1,0.9,fire
9,June,2012,32,75,17,0.6,80.1,11.7,18.4,5.7,12.7,6.3,fire
26,July,2012,32,76,20,0.6,87.0,17.3,28.3,4.6,21.0,15.7,fire
15,August,2012,35,48,17,0.2,94.9,20.9,71.8,13.2,22.0,18.1,fire
20,August,2012,29,83,19,1.9,67.4,21.4,67.2,1.1,25.5,0,not fire
11,September,2012,32,67,12,0.7,81.0,7.5,108.5,6.0,7.9,1.3,fire
16,August,2012,28,72,18,1.7,62.8,12.8,90.1,1.5,15.8,6.3,not fire
19,July,2012,35,47,16,0.4,94.5,32.9,31.6,13.5,32.8,24.5,fire
21,June,2012,32,46,13,2.7,73.7,23.4,9.2,5.4,22.9,7.1,fire
12,August,2012,40,41,21,4.2,89.6,26.7,24.3,9.9,28.9,0.5,not fire
14,September,2012,31,70,14,2.1,65.1,1.9,16.3,1.8,2.0,8,not fire
8,July,2012,31,47,20,0.1,92.0,22.1,190.6,10.9,26.2,16.7,not fire
6,September,2012,37,58,22,0.3,92.3,20.4,52.4,10.7,23.2,24.5,fire
19,July,2012,33,54,17,3.3,84.7,8.8,90.1,6.0,8.3,0.9,fire
30,June,2012,31,56,19,2.4,80.0,20.8,36.7,7.5,23.8,0.7,fire
5,July,2012,35,72,13,4.2,66.9,2.7,46.3,1.0,3.1,0.1,not fire
29,June,2012,30,66,15,1.6,77.4,14.1,39.1,2.3,16.9,0.6,fire
30,July,2012,37,51,17,0.9,88.9,28.2,28.9,10.1,29.5,16,fire
14,June,2012,37,73,16,2.8,83.9,12.2,7.5,4.6,12.4,3.2,not fire
13,August,2012,36,41,9,2.0,90.3,20.0,8.4,6.7,21.6,0.5,not fire
28,August,2012,35,60,21,0.5,93.3,23.8,84.4,8.6,31.6,10.9,fire
16,July,2012,32,77,16,0.4,76.5,15.2,168.2,2.0,16.3,0.1,fire
19,June,2012,35,44,15,0.6,92.3,15.7,30.5,8.2,17.5,13.9,fire
11,July,2012,36,71,15,0.0,93.9,37.2,168.2,9.1,45.6,16.7,fire
31,June,2012,29,71,14,2.6,71.5,28.9,98.6,2.7,36.4,15.3,fire
8,June,2012,30,89,21,1.2,52.6,17.3,46.4,2.1,25.0,10.6,fire
14,June,2012,31,60,19,2.3,80.2,8.8,7.8,4.0,7.8,6.1,fire
20,June,2012,36,62,13,0.3,88.2,29.9,62.1,7.0,34.0,5.5,fire
