Temperature,RH,Ws,Rain,FFMC,DMC,DC,ISI,BUI,FWI,Classes
34,35,14,0.9,91.7,20.5,47,7.9,27.1,16.7,fire
29,54,16,0.4,87,13.3,110.9,8.8,21.1,8.4,fire
27,62,20,2.2,84.1,13.4,55.5,5.9,16.7,13.7,not fire
35,74,14,1,75.5,16,30.1,2.9,22.6,14.8,fire
33,58,16,1.7,79.8,20.5,36.8,7.7,23.5,18.4,fire
35,53,15,0.1,90.3,19.9,63.8,9,24.2,10.5,fire
35,46,14,0.6,88.5,33.8,43.3,8.7,32.4,3.8,fire
33,83,16,0.9,68.1,22.4,15.7,3.4,29.3,6,not fire
29,75,13,2.7,54.1,2,15.7,0.6,2.8,0.9,not fire
34,86,17,2,66.6,11.2,167.2,1.5,18.4,0.3,not fire
37,52,13,1.1,90.4,31.8,61.1,6.7,34.7,3.9,fire
39,50,18,0.4,94.3,32.2,136,9.6,39.9,3.4,fire
37,68,16,0.1,93.1,40.2,22.2,9.5,49,22.3,fire
33,66,13,1.4,83.1,19.5,10.5,4.9,23.7,6,not fire
31,72,15,0.1,91.1,19,32.1,7,23.3,2.6,not fire
36,30,16,0.3,92,19.1,17.8,8.9,21.6,14.1,fire
33,77,13,0.5,83.7,17.7,159.1,3.9,17.8,0.7,not fire
32,64,14,0.9,82.6,17.9,47.2,6.2,19.8,0,fire
39,59,17,0.2,95.6,20.1,45.1,12.9,23.9,10.6,fire
35,55,12,2.1,73.8,22,220.4,2.1,29.6,9.8,not fire
32,64,19,0.1,94.9,20.7,24.9,13.3,27.5,4.7,fire
30,83,15,6.4,64.7,4.8,42.3,0.5,4.4,0.4,not fire
37,49,12,0.4,92.8,27.7,88.7,10.1,28.7,6.4,fire
34,77,12,0.7,75.8,9.3,22.2,1.1,9.4,0.6,not fire
28,63,18,1.8,72.1,6.1,14.2,3.6,7.4,0.3,not fire
33,54,16,0.8,87.8,10.4,30.5,6.3,11.4,7.1,fire
28,70,20,1.6,67.3,1.4,37,3.3,2.1,15.7,not fire
29,86,18,2.6,64,11.4,98.6,1.5,15.8,18.4,not fire
34,62,11,1.4,87,24.3,28.1,5,27.1,3.9,not fire
38,60,16,0.1,93.7,23.1,22.9,10.6,25.8,30.2,fire
37,47,15,2.8,88.3,12.5,10,9.1,12.6,2.2,fire
34,36,16,1.2,93.6,34,17.7,12.2,39,7.1,fire
31,67,20,1.3,82.1,31.1,7.5,6.6,33.9,1,fire
32,57,17,0.1,92.6,35.1,71.3,12,41.5,9.9,fire
26,83,12,3,55,4.8,210.4,0.9,7.7,0.2,not fire
39,38,13,4.7,74.7,3.9,7.6,2.8,3.8,3.2,not fire
26,67,21,0.7,72.8,13.5,8.2,3.8,14.9,1.2,fire
34,69,16,2.1,72,5.9,8.2,3.2,7.5,0.3,fire
31,69,17,0.7,84.1,12.4,117.1,3.3,14.6,1.7,fire
36,37,14,3.8,86.9,16.6,33.1,8,14.4,1,not fire
37,23,12,5.5,87.2,13.6,107,6.7,14,10.9,fire
31,66,13,0.6,90.6,27.9,147.7,8.2,31.8,12.9,not fire
30,70,18,0.1,93.9,37.6,59.2,7.4,44.6,8.4,fire
32,53,13,1.5,79.8,8.7,7.8,3.4,9.7,2.2,fire
32,76,22,0.4,82.9,20.9,110.9,5.7,22.7,30.2,fire
26,80,17,1.6,59.8,12.6,10.4,1.2,12.6,10.9,not fire
34,56,9,3.5,73.7,26,45.1,2,29.3,22.3,fire
33,55,14,0.5,83,24,67.2,7.8,26.4,18.4,fire
28,73,16,1.5,55.6,3.6,10.5,1.8,4.9,5.9,fire
32,48,16,3.9,87.7,6.2,8.4,4,6.2,9.9,not fire
31,74,19,0.3,91.6,19,9.2,8,18.3,3.2,fire
37,37,14,0.2,95.1,22.2,15.2,9.8,25.3,13.7,fire
33,39,12,4.6,79.5,14,107,2.6,17,16,fire
32,63,16,0.3,89.3,20.8,46.4,4.9,22.3,4.2,fire
36,62,17,1.4,87.5,29.2,30.4,6,36.2,0.2,not fire
36,23,17,1.1,94.4,35.5,24.9,12.3,41.2,7.3,fire
32,85,12,0.4,77.9,11.6,8,3.3,10.1,0.8,fire
32,73,14,1.8,73.8,8.4,115.6,2.3,8.4,0.1,not fire
28,79,12,3.4,57.9,5.4,80.6,0.2,6,0.2,not fire
31,64,17,0.7,80.1,28.4,24.9,7,32.1,3.4,fire
33,89,15,1.7,69.9,5,33.1,1.6,5.8,0.5,not fire
25,84,17,2.8,39.2,2.4,99,0.2,2.9,0.5,not fire
28,72,14,2.4,66,12.6,71.8,0.4,20.6,8.8,fire
36,46,15,0.1,95.4,37.6,52.8,13.6,38.7,8.3,fire
30,86,8,1.5,61.9,16.6,149.2,1.1,19,9,not fire
36,46,14,2.8,84.5,27.7,190.6,7,35.2,26.1,fire
37,38,18,1.6,89.3,20.9,9.3,9.5,24.6,0.3,fire
37,26,13,3.9,84.5,27.1,80.6,6.5,29.8,10.9,fire
34,43,13,1.1,88.8,22.3,51.6,10.5,20.1,17.3,not fire
32,56,13,1.1,88.6,19.5,16,7.2,22.3,14.6,fire
31,59,16,0.4,92,16.1,30.4,7.5,16.7,5.7,fire
34,41,12,0.3,92,6.8,51.6,7.1,6.5,3.9,not fire
33,62,16,0.6,92,26.8,15.9,11.1,29,16.8,fire
34,77,22,0.8,82.4,18.5,25.6,4.9,23.5,17.3,not fire
32,49,17,1.4,88.8,15.8,20.2,7.6,18.1,15,fire
36,27,13,1.9,89.1,14.7,34.5,9,18,15.7,fire
33,61,13,0.6,82.7,17.9,127.5,3.5,23.1,14.8,fire
31,70,12,1.9,64,25.6,25.5,2.7,28.2,15,not fire
31,50,18,3.5,72.6,11.6,168.2,4.1,12.8,0.9,not fire
30,77,14,1.6,70.6,3.7,33.1,2.3,3.9,6.1,fire
31,50,15,1.8,81.4,1.9,57.9,4,2.9,10.9,not fire
36,48,17,1.8,90.1,38.6,34.1,10.1,44.7,10.7,fire
29,77,15,3,56.4,9.7,161.5,1.9,13.6,0.1,fire
34,50,10,0.1,88.7,19.7,37.2,9.8,22.3,26.1,not fire
31,71,21,0.5,86.6,6.6,7.4,4.3,8.4,17.2,fire
38,54,16,0.5,89.2,14,7.1,6.5,18.4,31.1,fire
36,55,12,0.7,85,23.6,37.8,4.9,31.8,3,not fire
24,85,22,1.6,55.2,4.5,157.5,2.5,6.5,0.7,fire
32,77,16,1.1,71.7,20.4,43.1,4.1,22.8,14.5,fire
34,52,12,2.1,70.5,5.4,40.4,2,6.6,0.1,not fire
26,70,21,2.7,64.7,2.5,56.6,3,4.8,9.9,not fire
34,56,14,1.3,86.1,14.2,8,4.9,14,7.7,fire
30,59,9,0.4,87.9,14.8,42.3,7.8,17.4,1.7,not fire
33,34,15,1.8,93,18.3,37,9.5,21.7,0.2,not fire
36,67,16,0.7,87.4,21.2,9.8,4,20.3,15.7,fire
39,39,12,2.8,88.4,39.3,149.2,7.3,41.4,5.9,fire
32,76,12,1.7,72.1,18.1,8,3.2,16.7,3.2,fire
31,57,14,0.2,91.5,21.5,220.4,9.4,26.6,11.3,fire
35,46,15,1,88.5,11.5,220.4,7.1,11.5,30,fire
35,71,13,1.8,80.5,7,10.4,3.3,7,7.3,not fire
33,47,15,2.7,77.1,14.3,115.6,3.3,15,0.3,not fire
42,59,16,0,95.7,30.3,92.5,11.2,36.5,10,fire
24,85,14,0.6,52,1,92.8,0.2,1.5,0.5,fire
37,60,14,1.5,83.2,24.9,14.7,5.8,32.8,21.6,not fire
35,34,13,2.9,70,14.9,8.3,5.1,12.9,0.7,fire
30,79,12,0.5,68.2,4.5,94.7,1.6,6.5,26.9,not fire
33,55,15,1.7,84.7,25.1,46.3,5.6,26.3,10.7,fire
32,57,11,0.3,84.1,13.2,27.9,5.9,14.6,4,not fire
32,62,17,0.1,93.8,35.6,145.7,10.4,41.8,10.6,fire
33,46,18,0.5,86.7,11.6,14.6 9,9.5,9.8,15.4,fire
27,86,15,4,58,1.8,17.7,0.4,2.5,0.4,not fire
33,75,18,4,68.3,18.7,17.8,2.3,19.5,7.1,fire
38,62,18,0.5,95,51.3,85.1,13.9,60.2,9.6,fire
29,64,18,3.3,60,15.9,166,4.2,19.2,0.8,not fire
37,81,14,2.3,66,6,46.4,0.5,6.5,0,not fire
31,55,20,1.8,87.9,16.7,29.7,7.2,22,6.5,fire
32,85,16,1.3,79.5,29.3,29.7,3.5,35.5,10,fire
25,89,21,4.7,42.5,1.3,7.6,0.3,1.6,0.9,not fire
38,41,15,0.3,92,45.8,17,9.3,52.4,16.8,fire
33,74,17,1.2,89.3,21,43.3,6.4,24.3,16.7,fire
40,32,12,0.8,95.5,38.7,38.3,14.2,44.4,17.2,fire
31,72,19,2.9,71.1,14.3,7.6,2.1,12.4,0.1,not fire
36,68,18,1.8,84.8,25.6,27.9,3.6,26.8,3.8,not fire
36,45,18,1,92.9,31,168.2,11.6,34.4,0.1,not fire
27,70,19,2.4,76.3,18.2,41.3,4.3,20.8,4,fire
36,75,13,0.1,94.8,46.2,46.3,13.1,49.6,15,fire
34,49,14,1.2,83.8,19.3,145.7,5.5,21.7,21.6,fire
36,57,20,1,86.6,20.1,7.3,8.1,21.1,0.5,not fire
29,83,15,1.5,70.3,4.9,171.3,1.6,6.2,1.2,not fire
34,53,14,1.8,81.5,11.1,39.1,5.9,13.5,15,fire
35,67,11,3,65,7,8.3,4,7.8,0,not fire
34,70,17,2.1,69.8,5.4,94.7,3.3,9.1,0.8,not fire
31,48,19,1.3,85.1,12.4,49.3,10,13.5,3.4,fire
29,73,18,0.3,85.2,12,26.3,4.7,15.2,5.7,fire
33,59,14,1.2,74.3,18.3,17,3.1,17,5.2,fire
34,43,15,0.5,93.2,29.3,9.2,11.3,27.4,2.7,fire
30,83,14,1.1,83.8,23,145.7,4,24.7,19.9,fire
35,57,17,1.3,86.3,18.2,18.5,5.3,24.6,10.9,fire
35,39,15,1.5,93.9,41.1,26.1,10.2,49.4,15,fire
30,77,15,0.6,83,19.7,25.2,5.6,20.9,9,fire
32,67,14,0.1,90.4,32.6,127,12.2,35.4,fire,fire
29,86,14,0.7,56.9,6,9.8,1.5,8.2,2.5,fire
27,71,18,0.9,78.4,8.2,51.6,4.7,10.1,0.9,fire
30,55,19,0.4,87.2,25.5,37.2,8.8,29.3,fire,fire
29,79,13,1.4,76.9,6.9,190.6,0.9,9.2,15,fire
30,66,14,2,62.6,4.9,115.6,1.4,3.7,0,not fire
36,34,10,2.1,89.2,7.1,61.4,7.6,7.5,5.2,fire
29,79,20,0.1,85.2,43.9,145.7,6.7,56.3,1.4,fire
37,35,13,2.9,86.1,25.9,67,4.8,30.9,0,fire
29,87,21,1.7,53,4.4,52.8,1.2,8.7,0.6,not fire
25,85,12,1.9,42.6,1.7,8.5,0.1,2.5,0.5,not fire
30,46,15,1.1,88.6,9.8,47,5.7,15,8,fire
40,46,12,0.5,95.7,36,41.3,10.6,42.6,1.4,fire
31,64,16,1.3,81.3,11.3,8.8,2.9,15.2,6.3,fire
37,50,15,1.2,86.5,15.5,108.5,5.4,17.1,10.6,not fire
34,61,17,1.9,82.3,16.8,15.2,6.6,18.6,7.2,not fire
33,69,17,0.7,87.6,37.1,110.9,7.6,51.5,22.3,fire
28,87,16,0.8,56.7,3.4,27.7,0.5,4.4,0.5,not fire
31,81,15,1.3,58.7,2.5,7.8,0.5,3.1,0.6,not fire
28,83,18,0.4,74.8,10.1,30.5,4.1,13,0.3,not fire
28,62,17,2.1,69.4,20.4,26.3,4.1,22.1,3.9,fire
29,52,15,3.2,78.4,13.2,9.3,3,15.2,3.2,fire
34,78,19,1.1,66.9,14.4,30.1,2.3,19.8,5.5,fire
25,87,14,3.3,33.7,1.3,33.1,0,2.1,0.9,not fire
26,72,16,1.5,68.4,3.1,45.1,2.9,4,0.9,fire
31,58,20,0.8,85.8,18.2,85.1,10.4,20.6,10.9,not fire
34,50,16,2.2,80,3.4,99,2.6,4.2,7.2,not fire
38,59,11,0.8,93.7,38.7,8.9,10.1,46.3,1,fire
34,53,17,0.1,94.6,34.7,41.3,11.2,42,20.4,fire
30,51,16,4.2,58.4,1.4,52.4,1.4,1.6,0.8,not fire
32,41,19,1,92.7,33.4,59.2,13,40.4,6.1,fire
31,68,19,3.6,77.2,12.9,15.2,2.9,16.8,0.9,not fire
32,70,18,2.3,77.1,4.7,99,3.4,5.1,0,not fire
31,69,15,3.3,60,5.2,16.6,1.2,5.5,2.5,not fire
31,79,11,0.3,76.5,7.8,57.1,1.1,10.9,0.8,not fire
30,73,15,0.2,80.8,4.7,18.5,2.6,8,0.6,not fire
34,56,15,1.7,78.6,21.6,28.3,5.7,21.5,6.1,not fire
35,48,11,1.1,79.6,12.7,54.2,3.8,14.5,15,fire
28,79,15,1.2,72.6,12.1,77.8,2,15.5,0.5,fire
30,80,18,1.1,73.9,11.2,24.1,3.2,14.9,0.7,fire
23,90,19,0.2,54.2,5.7,33.1,1.4,8.4,0.6,not fire
38,43,12,0.3,92.1,12.9,16,10.9,15.3,9.7,fire
32,63,8,0.8,89.3,11.4,71,4.1,12.8,2.7,fire
37,74,17,0,90.8,21.1,33.4,11,21.7,19.4,fire
35,69,16,2.6,76.5,11.6,7.8,3.4,14.8,0.3,not fire
34,46,16,0.6,85.3,29.3,32.1,8.2,35.7,22.3,fire
31,86,21,2.8,68.3,12.4,9.3,3.2,14.2,9,not fire
40,63,11,0.5,88.9,30.8,71.8,6.1,37.5,fire,not fire
33,74,11,0.9,72.5,11.1,7.6,3.2,9.3,0.7,not fire
35,81,18,2.4,70.2,14.8,46.3,2.4,17.7,9.8,fire
29,89,15,1.7,46.6,13.9,7.6,0.5,16,0.9,not fire
33,64,14,0,90.5,37.8,38.3,9.6,41.7,16.7,fire
23,69,16,1.9,64.4,2.2,7.7,1.5,2.6,1.2,fire
29,67,18,1.5,68.5,8.7,151.3,4.6,10.3,14.8,fire
35,46,10,1.2,89.4,14.8,80.3,6,18.7,8.8,fire
33,47,16,0.6,94.6,19.9,90.1,12.1,23.1,19.4,fire
32,65,15,0.6,83.9,30.4,10.4,8.4,32.8,1.3,fire
29,45,19,0.9,83.5,14.9,16,9,16.4,4.7,fire
33,61,19,2.6,69.6,10.3,7.7,3.1,11.3,0.1,fire
29,72,14,1.4,70.5,3.4,28.9,1,5.5,12.7,not fire
34,56,15,1.1,80.6,16.4,59.2,2.8,16.7,3.8,not fire
38,41,12,1.2,92.6,44.7,54.3,6.2,52.9,15.4,fire
31,50,10,2.5,77,2.9,159.1,2.3,3.1,1.3,fire
28,71,16,0.9,65.4,23.1,110.9,0.8,30.9,7.2,not fire
29,56,15,1.5,84.3,8,127,7.3,7.8,30,fire
29,52,16,2.8,77.6,14.3,7.7,3.6,14.5,2.2,not fire
30,59,18,1.3,85.1,19.4,8.2,9.7,23,0.3,not fire
29,65,18,2.8,70.9,12.3,30.4,4,19.7,0.6,not fire
32,63,12,4.5,61.8,4.6,71,0.5,4.6,0.4,not fire
30,57,18,2,72.2,13.5,8.6,3.1,15.7,0.9,not fire
33,56,19,0.4,93,34.1,20.2,12.4,37.3,30,fire
35,48,13,1.9,86.4,22.4,110.9,4.9,29,2.8,fire
29,56,17,2.2,80.6,26.7,77.8,6.9,31.8,6.8,not fire
25,60,21,1.1,66.2,12,24.1,2.9,16.1,18.1,fire
29,45,12,1.6,88.9,13,99,4.4,15.7,3.1,not fire
34,50,14,0.3,90.4,26,27.1,9.4,25.5,30,fire
33,66,14,0.5,87.5,25.7,18.7,4.3,27.7,7.2,not fire
26,90,22,0.7,60.9,2,79.7,0.7,5,10.5,not fire
32,71,17,1,79.6,27.6,8.4,5.2,30,15.3,fire
25,79,21,4.9,61.2,1.9,37.6,1.5,2.8,7.7,not fire
30,53,20,2.9,69.1,8.3,17.8,3.7,10.1,0.9,fire
32,75,17,0.6,80.1,11.7,18.4,5.7,12.7,6.3,fire
32,76,20,0.6,87,17.3,28.3,4.6,21,15.7,fire
35,48,17,0.2,94.9,20.9,71.8,13.2,22,18.1,fire
29,83,19,1.9,67.4,21.4,67.2,1.1,25.5,0,not fire
32,67,12,0.7,81,7.5,108.5,6,7.9,1.3,fire
28,72,18,1.7,62.8,12.8,90.1,1.5,15.8,6.3,not fire
35,47,16,0.4,94.5,32.9,31.6,13.5,32.8,24.5,fire
32,46,13,2.7,73.7,23.4,9.2,5.4,22.9,7.1,fire
40,41,21,4.2,89.6,26.7,24.3,9.9,28.9,0.5,not fire
31,70,14,2.1,65.1,1.9,16.3,1.8,2,8,not fire
31,47,20,0.1,92,22.1,190.6,10.9,26.2,16.7,not fire
37,58,22,0.3,92.3,20.4,52.4,10.7,23.2,24.5,fire
33,54,17,3.3,84.7,8.8,90.1,6,8.3,0.9,fire
31,56,19,2.4,80,20.8,36.7,7.5,23.8,0.7,fire
35,72,13,4.2,66.9,2.7,46.3,1,3.1,0.1,not fire
30,66,15,1.6,77.4,14.1,39.1,2.3,16.9,0.6,fire
37,51,17,0.9,88.9,28.2,28.9,10.1,29.5,16,fire
37,73,16,2.8,83.9,12.2,7.5,4.6,12.4,3.2,not fire
36,41,9,2,90.3,20,8.4,6.7,21.6,0.5,not fire
35,60,21,0.5,93.3,23.8,84.4,8.6,31.6,10.9,fire
32,77,16,0.4,76.5,15.2,168.2,2,16.3,0.1,fire
35,44,15,0.6,92.3,15.7,30.5,8.2,17.5,13.9,fire
36,71,15,0,93.9,37.2,168.2,9.1,45.6,16.7,fire
29,71,14,2.6,71.5,28.9,98.6,2.7,36.4,15.3,fire
30,89,21,1.2,52.6,17.3,46.4,2.1,25,10.6,fire
31,60,19,2.3,80.2,8.8,7.8,4,7.8,6.1,fire
36,62,13,0.3,88.2,29.9,62.1,7,34,5.5,fire
35,69,17,1.4,69.2,4.4,25.5,2.6,5.1,16.3,not fire
35,61,13,2.3,76.3,6.2,15.2,3.4,6.6,21.6,fire
34,55,16,1.7,82.5,31.5,42.3,6.2,36.2,3.8,fire
27,83,18,3.4,60.4,5.5,34.1,2.1,6.7,0,fire
33,66,15,0.2,81.8,18.7,67,7.4,23.3,3.2,fire
34,63,14,1.1,90,8.8,43.3,2.9,10,7.7,fire
29,67,13,4.4,62.3,6.5,15.2,0.6,6.4,0.8,fire
36,65,16,0.1,94.9,55.2,8.7,12.9,60.4,3.6,fire
33,67,14,1.9,63.9,3.7,17.7,1.6,3.2,9.9,not fire
39,49,11,0.8,86.7,11.3,21.4,5.7,11.1,0.4,fire
37,54,11,0.3,77.2,14.6,35.4,2.2,14,13.7,not fire
30,59,13,4.8,66.9,6.3,84.4,1.6,7.4,0.2,not fire
30,52,16,2.3,74.5,12.2,20.2,2.7,14.8,13,not fire
31,81,13,2.3,69.6,1.5,166,2,2,1.3,not fire
32,85,18,0.2,86.7,32.2,61.4,8.5,35.3,2.8,fire
37,59,15,0.5,88.6,12.7,200.2,7.9,18.1,16.8,fire
34,63,11,1.6,83.6,31.8,177.3,3.1,34,7.7,not fire
35,68,15,1.1,89.9,25.1,55.5,8.7,28.5,5.9,fire
28,75,21,2.7,71.1,7.2,33.1,2.2,9.6,14.8,fire
31,40,16,0.6,93.7,23.3,61.4,8.7,27,3.1,fire
34,39,18,2.5,77,9,52.4,5.4,10.7,0.9,fire
32,49,19,0.3,94.5,37.6,33.1,13.6,38.8,10.9,fire
31,78,19,0.5,85.7,38.7,92.5,5.6,45.4,19.9,fire
40,32,18,0.7,91.1,27.5,45.1,12.7,25.9,9.8,fire
33,52,19,1.6,91.1,19.3,136,7.9,26.9,1.3,fire
37,51,16,1,87.7,20.9,108.5,7.6,23.1,3.4,not fire
26,66,15,0.5,72.8,21.9,35.4,5.2,23.1,5.2,fire
24,89,15,3.8,38,1.9,8,0.1,2.4,0.5,not fire
30,60,13,0.8,76,7.6,59.2,1.6,7.3,0.2,not fire
31,64,18,2.1,83.6,31.3,47,7.4,36.8,30.3,fire
32,64,15,0.9,87,21.9,57.1,11.3,25.2,18.4,fire
35,27,14,0.4,94.2,20.9,24.3,11.8,21.7,10.9,fire
30,81,18,0.3,85.7,8.8,137.7,2.6,13.3,0.2,fire
30,86,22,3.6,54.3,20.1,30.4,0.3,29,1.7,fire
32,66,14,1.1,79.1,19.1,54.2,5.6,23.7,8,not fire
31,50,10,2.7,71.7,1.9,57.9,2.8,2.8,6,not fire
31,65,17,1.7,67.6,15.8,14.7,2.3,18.4,10.7,not fire
35,53,19,0.6,94.1,29.7,34.1,13.1,33.2,1.2,fire
33,44,16,2.6,90.4,11.4,8.4,6.8,10.6,2.1,not fire
42,29,14,0,96,55.3,30.1,18.9,61.7,6.5,fire
33,61,10,1.6,81.3,8.4,34.5,5.2,5.6,6.3,fire
26,74,12,2.2,63.8,5.3,42.7,1.5,7.5,0.7,not fire
29,68,15,2.2,74.4,2.6,8,3.6,1.8,14.5,not fire
25,72,17,1.6,65.5,0.9,157.5,2.9,1.2,0.2,fire
35,67,15,0.2,90,24,159.1,8,24.1,3.8,fire
34,73,20,1.8,79.3,18.1,52.4,4.3,21,2.6,fire
30,40,15,3.5,70.1,6.8,34.5,4.4,6.6,0,not fire
33,69,15,1.6,68.5,10.5,88,1.6,10.6,7.7,not fire
31,54,14,0.2,82,2.7,38.8,5,4.7,10.7,not fire
30,69,12,0.9,76.9,10,67,2.5,11,6,fire
28,72,15,1.8,62.7,6.2,24.1,0.6,8.8,3,not fire
30,51,16,1.2,71,9.8,157.5,3.5,9.5,0.1,fire
38,51,17,0.1,95.6,44.3,94.7,13.4,52.9,20.4,fire
31,79,21,0.1,78.5,25.2,190.6,5.1,31,6,not fire
30,88,21,0.1,86.7,37.3,22.5,9.3,45.5,fire,fire
39,60,17,0.5,94.1,35.7,27.7,10.2,43.2,19.5,fire
31,53,18,1.1,81.6,38.2,88.5,3.6,43.4,2.5,fire
38,45,14,0.3,94.4,43.8,110.9,13.3,49.7,4.7,fire
38,61,12,2.4,69.1,5.7,76.4,4.1,7,2.2,not fire
30,79,15,2.2,65.5,13.7,35.4,1.5,14.4,0.1,fire
34,47,17,0,94.6,26.5,22.5,10.2,30.1,9.6,fire
27,43,21,1.6,81.5,11.8,71,5.2,13.6,0.7,fire
30,75,18,2.9,61.9,4.7,6.9,1.9,7.1,0.5,not fire
33,62,13,2.1,84,19.2,10.5,7,20.4,1,fire
32,43,15,4.5,66.1,4.9,63.3,2.9,5.4,0.9,not fire
37,43,11,0.4,95.2,18.9,75.1,9.5,22.2,7.3,fire
28,90,13,0.5,56.6,1.4,8.2,0.2,2,0.8,fire
32,65,12,2.3,67.9,13,27.3,3.2,15.9,14.1,not fire
37,50,15,0.3,93.2,35.5,27.1,10.8,37,26.9,fire
39,36,13,0.1,95.7,52.8,159.1,16.4,59.4,22.3,fire
33,62,12,5.2,68,13.6,7.5,0.9,14.4,6.1,not fire
33,71,16,3.1,59.5,7.3,7.8,1.7,7.1,0.8,not fire
32,63,15,3.2,75.1,5,7.4,3,5.3,0.7,not fire
32,54,14,2.3,75.5,8.4,7.5,2.3,9.6,6.3,fire
39,53,9,1.3,83,11.5,8.2,3.5,9.7,7.7,not fire
38,58,18,1,92.1,18.9,18.5,7.2,24.2,17.3,fire
31,83,15,0.8,77.4,13.8,22.5,4.6,13.1,3.9,not fire
30,48,16,1.5,84.5,25.2,35.4,8.7,28.4,24.5,fire
29,57,17,1.5,69.3,25.3,31.6,3.8,26.7,2.7,not fire
31,68,11,3,77.4,15.8,15.2,3.9,15.1,2.2,fire
35,41,17,0.7,90.8,22,24.9,8.5,27,7.3,not fire
36,66,11,3.4,77.9,6.1,10,5.7,6.3,0.5,not fire
33,59,21,3,79.4,7.8,190.6,4.6,9.9,17.3,fire
24,82,14,2.8,62,1.6,33.4,0.2,2.2,0.6,fire
35,52,16,1.5,76.7,5.2,71,4.6,5.9,2.2,not fire
26,56,21,3.1,72.7,1.6,52.5,5,2.4,0,fire
30,80,22,2.1,74.4,9.8,14.2,4.5,13.3,2.5,fire
25,80,14,2.8,59.5,11.9,45.1,1,13,0,not fire
33,82,17,0.1,90.4,25.4,77,9.8,29.9,11.3,fire
33,75,13,1.4,78,14.1,42.7,2.5,13.6,15.7,not fire
30,53,16,1.5,79,12.5,136,7.7,18.3,30.3,not fire
29,75,11,1.4,79.5,7.3,35.4,1.5,8.8,0,fire
40,64,16,3,82.9,25.2,115.6,5.3,29.5,2.5,fire
36,56,13,2.6,87.2,21.9,24,6,25.9,0.7,fire
36,51,15,0.9,89.4,29.9,63.8,8.2,32.6,13.5,fire
37,39,14,2.5,81.6,11.3,8.3,5.8,11.9,0.5,fire
36,58,20,1.4,84.2,16.6,8.6,5.8,20.9,0.1,not fire
30,81,15,2.5,69.8,13,35.4,0.7,16.8,0.7,not fire
34,46,16,1,78.1,14.1,8.2,4.7,14.9,0.8,not fire
28,67,16,1.3,78.1,23,35.4,3.1,23.2,8.8,fire
31,69,18,1.5,67.5,14.3,55.5,2.3,16.7,3.9,not fire
33,51,19,2.1,85.2,9.9,9.2,6.2,9.3,12.9,fire
28,78,18,1,69,14.4,8.7,2.9,18.8,0.2,not fire
36,50,16,0.2,91.7,28.3,141.1,10.7,31.2,15,fire
37,71,11,0.2,87.7,52.2,7.1,4.6,58.8,19.3,fire
34,66,15,0.4,94.9,31.6,21.4,10.2,35.5,24.5,not fire
30,86,14,0.4,51,5.3,50.2,0.7,7,2.6,fire
26,55,14,1.4,70.6,5.3,77,3.4,7.7,6.1,not fire
36,34,11,1.4,90.9,16.2,14.2,7,19.3,5.9,not fire
27,86,23,7.7,39.6,0.8,149.2,0.5,1.2,0.4,not fire
31,79,10,0.7,80.7,10.5,9.8,4.7,13,0.8,fire
32,75,18,0.6,77.3,11.7,7.5,2.4,9.1,15.7,not fire
34,57,15,2.8,83.5,17.2,16.3,5.4,15.9,18.4,not fire
36,57,18,0.9,85.4,15.3,61.1,7.4,16.8,31.1,fire
34,46,18,1.7,83.1,20.9,16,5.4,25,6.3,not fire
31,66,13,3.1,73.7,3.9,7.1,0.7,4.2,15,not fire
32,59,17,0.9,82.2,21.8,25.6,5.8,23.3,0.3,not fire
32,75,12,0.1,83.6,21.2,98.6,7.2,23.5,31.1,fire
38,22,9,0.9,95.4,44.7,37.6,13.4,49.7,20.3,fire
28,74,17,1.8,75.8,13.3,36.7,4.4,16.2,3.9,fire
33,64,18,0.2,91.2,16.2,110.9,9,21.6,24,fire
31,48,18,1.5,88.4,19.9,127.5,6.2,21.7,2.7,not fire
31,73,15,0.8,80.2,8.9,157.5,6.7,12.4,18.4,fire
36,58,16,1.1,84.4,34,8.6,6.5,40.2,13.2,fire
37,40,15,0.7,92,16,38.8,13,16.9,16.3,not fire
33,51,10,0.3,90,24.6,157.5,5.4,27.6,20.9,fire
27,64,13,1.1,60.2,6.4,99,1.7,7.3,6.1,not fire
37,55,18,3.4,78.9,13.3,24.3,4.5,14,21.6,fire
34,81,18,3.5,55.5,6.5,35.4,1.4,9,2.5,not fire
38,38,15,0.7,94,34.9,47,10.1,44.8,30,fire
31,55,12,3.5,66,4.6,16.3,2.2,4.1,0.8,not fire
31,84,16,0.3,82.2,23,40.4,4.2,27.9,30,fire
36,64,10,0.1,91.8,14.3,19.4,6.5,15,9.8,fire
32,44,16,0,93.6,18.6,47.2,13.9,19.2,30.2,fire
36,81,13,0.1,86.9,19.5,52.4,6.1,19.7,0,fire
32,63,14,3,80.4,5.9,9.5,2.3,5.6,0.3,fire
31,61,18,1.4,85.6,22.3,17.6,8.5,26.9,2.5,fire
36,57,19,0,94.8,48.6,71.5,15.5,54.1,9.5,fire
28,56,19,0.4,85.9,18,37.2,8.4,17.5,1.2,fire
33,48,14,1.5,82.7,12.6,19.4,3.1,14.4,5.2,not fire
40,31,12,0.1,95.7,39,9.2,15.8,39.9,6.4,fire
29,86,18,1.5,72.1,13.8,98.6,2.5,18.7,15.7,fire
